,token,cosine
0,state,0.4426033838726464
1,could,0.4235603428169632
2,property,0.40843048664096326
3,the,0.40528438005817513
4,fugitive,0.393750635721215
5,right,0.3933356590888655
6,law,0.3930779949754081
7,tho,0.38997557061398
8,say,0.3797182706979533
9,man,0.37152098727917643
10,liberty,0.36466304094907026
11,be,0.3588905163733822
12,ot,0.3576727158272697
13,ing,0.3569174202507128
14,we,0.3553094278422497
15,hold,0.3510226465419543
16,south,0.345897131616297
17,slavery,0.34589533136760997
18,one,0.3428871054103009
19,bo,0.34256824883541237
20,free,0.3399214222697797
21,great,0.3398327765427276
22,make,0.3390720521768722
23,would,0.3361891478895672
24,it,0.3339140531349398
25,congress,0.33142656136025295
26,another,0.3313398511447155
27,master,0.3304017337417938
28,call,0.3266137088181259
29,time,0.325552389013654
30,slate,0.3253152963773135
31,texas,0.3225832976023699
32,territory,0.32202035968807496
33,ihe,0.31896368441232076
34,come,0.31814487845626205
35,pay,0.315450560459835
36,com,0.3146413047476543
37,constitution,0.313512806819219
38,hand,0.3132752917225998
39,kansas,0.31318543005946153
40,do,0.3106376600659989
41,this,0.3100745026432634
42,war,0.3092176419701612
43,new,0.3073663832805122
44,slaveholder,0.3066898608047524
45,states,0.3051971119815392
46,north,0.3050574248795802
47,tion,0.3041803106502607
48,shall,0.30413445634098313
49,get,0.30404507072008563
50,sell,0.3035002945459724
51,purpose,0.3033150268209355
52,and,0.3027205549537122
53,antislavery,0.3018990180134764
54,they,0.30160714598422933
55,value,0.30121106425799676
56,owner,0.30100733833223714
57,what,0.3009034229540902
58,thus,0.29903974786338977
59,article,0.29752359051643473
60,upon,0.2940730473104834
61,slaver,0.2915423029409832
62,may,0.2907413932506685
63,escape,0.29054104131953307
64,enslave,0.2899661156012804
65,act,0.28597823414274226
66,not,0.28504446602091144
67,sir,0.28338525981025725
68,hut,0.28335069742752583
69,service,0.28240513079328144
70,power,0.2823913033990303
71,lo,0.2820257024253566
72,admit,0.2820152864238901
73,mexico,0.28158662012150415
74,hope,0.28123765734264483
75,tne,0.2806922745405276
76,other,0.28063923120387013
77,whose,0.28036842257247924
78,union,0.27984726443517205
79,number,0.27976779972316623
80,own,0.27854762931361143
81,freeman,0.27842921683039523
82,way,0.27826127155808633
83,form,0.2776542980746708
84,government,0.2776262688795652
85,kind,0.27741393430658606
86,receive,0.2771132448137008
87,return,0.2760323981991005
88,term,0.2748361852181823
89,mr,0.2740105224142828
90,ly,0.2736488214370918
91,leave,0.27362753624623515
92,mean,0.27348305131966444
93,part,0.2722875006187218
94,die,0.2707215010720929
95,drive,0.2704264386079242
96,without,0.2690190624066443
97,dollar,0.26894672990661117
98,to,0.26873655405236885
99,every,0.26815557598523365
100,keep,0.26805928566415466
101,labor,0.26789296342861174
102,use,0.26780113420200846
103,must,0.267479948142947
